,,,,,Ease of doing business,,,,,Starting a business,,,,,,,,,,,,,,,,Dealing with construction permits,,,,,,,,,,,,,,,,,Getting electricity,,,,,,,,,,,,,,,,,,,,,Registering property,,,,,,,,,,,,,,,,,,,Getting credit,,,,,,,,,,,,,,,Protecting minority investors,,,,,,,,,,,,,,,,,,,,,Paying taxes,,,,,,,,,,,,,,,,,,,,,Trading across borders ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enforcing contracts,,,,,,,,,,,,,,,,,,,,,,,,,Resolving insolvency,,,,,,,,,,,,,
POL,Poland,High income: OECD,High income,2019,33,76.95,,,,121,82.85,5,37,11.8,5,37,11.8,10,76.47,63.32,94.09,76.47,63.32,94.09,97.51,40,75.18,,12,153,0.3,10,1,1,2,2,2,2,72,63.4,98.65,66.67,58,81.35,,4,122,17.3,7,2,1.3,1.1,3,1,1,1,1,1,13.2,83.33,54.78,99.79,87.5,41,76.09,,,6,33,0.3,19,19,7,2.5,4,5.5,0,58.33,84.69,97.99,63.33,63.33,32,75,,,7,,8,0,98.1,,15,,,58.33,100,57,61.67,,7,2,,9,6,5,8,6,6.3,,6,70,20,,90,60,50,80,69,76.49,,7,334,40.7,14.5,25.2,1,8,8.2,6,18.1,77.36,93.33,55.95,79.31,84,90.41,91.74,43.3,1,100,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,100,100,100,100,100,100,100,100,53,64.36,,,,685,60,480,145,19.4,12,5.4,2,11,11,,5,1.5,1.5,3,,53.69,78.29,61.11,61.11,25,76.48,,1,3,15,60.8,14,3,6,3,2,65.46,87.5
PRT,Portugal,High income: OECD,High income,2004,,,,,,,61.8,11,78,12,11,78,12,40.4,41.18,22.11,94.02,41.18,22.11,94.02,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.46,37,900,,,,17.6,,,,,,,,,,,50,36.07,80.31,,,,,78.81,1,2,9,73.2,,,,,,78.81,
PRT,Portugal,High income: OECD,High income,2005,,,,,,,61.67,11,78,13.5,11,78,13.5,39.5,41.18,22.11,93.26,41.18,22.11,93.26,90.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.45,5,83,7.4,,,,,,,,66.67,60.77,50.93,,,,,50,3,,5,,63.7,7.9,8,,30,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.42,38,900,,,,17.6,,,,,,,,,,,46.88,36.07,80.31,,,,,78.81,1,2,9,73.2,,,,,,78.81,
PRT,Portugal,High income: OECD,High income,2006,,,,,,,69.22,11,48,13.4,11,48,13.4,39.4,41.18,52.26,93.3,41.18,52.26,93.3,90.16,,,50.61,16,351,2.1,,,,,,,,56,6.34,89.49,,,,,,,,,,,,,,,,,,,,,,,,,,59.41,5,83,7.4,,,,,,,,66.67,60.77,50.81,,,,,50,3,,5,,64.3,9.8,8,,30,83.33,,,,,60,6,5,7,,,,,,,6,,60,50,70,,,,,,,74.95,7,328,43.8,15.3,26.8,1.7,,,,,,93.33,56.88,74.64,,,,,,,82.64,4,4,710,1016,20,16,,,,,,,,,77.78,84.62,93.46,88.5,70.83,80.65,,,,,,,,,,,,54.42,38,900,,,,17.6,,,,,,,,,,,46.88,36.07,80.31,,,,,80.4,1,2,9,74.7,,,,,,80.4,
PRT,Portugal,High income: OECD,High income,2007,,,,,,,84.17,8,9,7.9,8,9,7.9,38.7,58.82,91.46,96.06,58.82,91.46,96.06,90.33,,,50.78,16,351,2,,,,,,,,56,6.34,90,,,,,,,,,,,,,,,,,,,,,,,,,,59.74,5,81,7.4,,,,,,,,66.67,61.72,50.83,,,,,50,3,,5,,72,9.1,8,,30,83.33,,,,,60,6,5,7,,,,,,,6,,60,50,70,,,,,,,74.95,7,328,43.8,15.3,26.8,1.7,,,,,,93.33,56.88,74.64,,,,,,,84.43,4,4,693,991,16,15,,,,,,,,,77.78,84.62,93.84,88.94,79.17,82.26,,,,,,,,,,,,54.42,38,900,,,,17.6,,,,,,,,,,,46.88,36.07,80.31,,,,,80.69,1,2,9,75,,,,,,80.69,
PRT,Portugal,High income: OECD,High income,2008,,,,,,,86.29,7,8,6.7,7,8,6.7,34.7,64.71,92.46,96.65,64.71,92.46,96.65,91.34,,,51.03,16,351,1.8,,,,,,,,56,6.34,90.75,,,,,,,,,,,,,,,,,,,,,,,,,,66.01,5,42,7.4,,,,,,,,66.67,80.38,50.98,,,,,50,3,,5,,67.1,11.3,8,,30,83.33,,,,,60,6,5,7,,,,,,,6,,60,50,70,,,,,,,75.39,7,328,42.9,14.9,26.8,1.2,,,,,,93.33,56.88,75.97,,,,,,,84.58,4,4,674,964,16,15,,,,,,,,,77.78,84.62,94.25,89.42,79.17,82.26,,,,,,,,,,,,54.42,38,900,,,,17.6,,,,,,,,,,,46.88,36.07,80.31,,,,,79.63,1,2,9,74,,,,,,79.63,
PRT,Portugal,High income: OECD,High income,2009,,,,,,,88.06,6,7,6.5,6,7,6.5,34.3,70.59,93.47,96.76,70.59,93.47,96.76,91.42,,,49.73,17,351,1.8,,,,,,,,52,6.34,90.84,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,42,7.4,,,,,,,,66.67,80.38,50.97,,,,,50,3,,5,,76.4,11.3,8,,30,83.33,,,,,60,6,5,7,,,,,,,6,,60,50,70,,,,,,,75.62,7,328,42.5,14.4,26.8,1.3,,,,,,93.33,56.88,76.66,,,,,,,84.31,4,4,766,943,16,15,,,,,,,,,77.78,84.62,92.25,89.8,79.17,82.26,,,,,,,,,,,,55.46,37,900,,,,17.6,,,,,,,,,,,50,36.07,80.31,,,,,74.75,1,2,9,69.4,,,,,,74.75,
PRT,Portugal,High income: OECD,High income,2010,,,,,69.94,,88.12,6,7,6.4,6,7,6.4,33.5,70.59,93.47,96.79,70.59,93.47,96.79,91.62,,,56.41,15,310,1.8,,,,,,,,60,18.16,91.06,,,,79.1,5,83,90.3,,,,,,,,,,,,66.67,71.74,98.89,,,,,70.79,5,12,7.4,,,,,,,,66.67,94.74,50.95,,,,,50,3,,5,,81.3,16.4,8,,30,83.33,,,,,60,6,5,7,,,,,,,6,,60,50,70,,,,,,,75.69,7,328,42.3,14.4,26.8,1.1,,,,,,93.33,56.88,76.85,,,,,,,84.67,4,4,754,928,16,14,,,,,,,,,77.78,84.62,92.51,90.06,79.17,83.87,,,,,,,,,,,,59.85,34,870,,,,16.4,,,,,,,,,,,59.38,38.52,81.66,,,,,74.75,1,2,9,69.4,,,,,,74.75,
PRT,Portugal,High income: OECD,High income,2011,,,,,72.32,,88.08,6,7,6.5,6,7,6.5,34.1,70.59,93.47,96.77,70.59,93.47,96.77,91.48,,,63.03,16,227,1.8,,,,,,,,56,42.07,91.02,,,,79.09,5,83,91.8,,,,,,,,,,,,66.67,71.74,98.87,,,,,83.66,1,1,7.4,,,,,,,,100,100,50.99,,,,,50,3,,5,,67.1,16.3,8,,30,83.33,,,,,60,6,5,7,,,,,,,6,,60,50,70,,,,,,,76.54,8,298,42.6,15.1,26.8,0.7,,,,,,91.67,61.51,76.45,,,,,,,84.72,4,4,747,920,16,14,,,,,,,,,77.78,84.62,92.66,90.21,79.17,83.87,,,,,,,,,,,,59.85,34,870,,,,16.4,,,,,,,,,,,59.38,38.52,81.66,,,,,78.17,1,2,9,72.6,,,,,,78.17,
PRT,Portugal,High income: OECD,High income,2012,,,,,73.11,,90.73,6,7,2.3,6,7,2.3,0,70.59,93.47,98.85,70.59,93.47,98.85,100,,,68.86,14,196,1.7,,,,,,,,64,51.01,91.59,,,,79.11,5,83,87,,,,,,,,,,,,66.67,71.74,98.93,,,,,83.69,1,1,7.3,,,,,,,,100,100,51.06,,,,,50,3,,5,,86.2,21.5,8,,30,83.33,,,,,60,6,5,7,,,,,,,6,,60,50,70,,,,,,,77.71,8,275,42.6,15.2,26.8,0.7,,,,,,91.67,65.07,76.39,,,,,,,84.75,4,4,742,914,16,14,,,,,,,,,77.78,84.62,92.76,90.31,79.17,83.87,,,,,,,,,,,,59.85,34,870,30,660,180,16.4,10.6,5.2,0.5,,,,,,,,59.38,38.52,81.66,,,,,76.36,1,2,9,70.9,,,,,,76.36,
PRT,Portugal,High income: OECD,High income,2013,,,,,74.06,,90.72,6,7,2.3,6,7,2.3,0,70.59,93.47,98.84,70.59,93.47,98.84,100,,,72.31,14,165,1.4,,,,,,,,64,59.94,93,,,,79.12,5,83,85.1,,,,,,,,,,,,66.67,71.74,98.95,,,,,83.67,1,1,7.3,,,,,,,,100,100,51.01,,,,,50,3,,5,,96,22.9,8,,30,83.33,,,,,60,6,5,7,,,,,,,6,,60,50,70,,,,,,,78.09,8,275,41.9,14.5,26.7,0.7,,,,,,91.67,65.07,77.53,,,,,,,86.61,4,4,740,912,13,11,,,,,,,,,77.78,84.62,92.8,90.35,85.42,88.71,,,,,,,,,,,,59.85,34,870,30,660,180,16.4,10.7,5.2,0.5,,,,,,,,59.38,38.52,81.66,,,,,80.26,1,2,9,74.6,,,,,,80.26,
PRT,Portugal,High income: OECD,High income,2014,,,,73.97,73.8,,92.44,5,6,2.4,5,6,2.4,0,76.47,94.47,98.82,76.47,94.47,98.82,100,,,72.76,14,160,1.4,,,,,,,,64,61.38,92.91,,,,79.11,5,83,86.5,,,,,,,,,,,,66.67,71.74,98.93,,,,,83.67,1,1,7.3,,,,,,,,100,100,51.01,,,,45,50,3,2,5,7,100,23.2,8,9,30,83.33,16.67,87.5,,60,60,6,5,7,7,4,6,8,6,6,6,6,60,50,70,70,40,60,80,,,77.94,8,275,42.2,15,26.7,0.5,,,,,,91.67,65.07,77.09,,,,,,,85.1,4,4,794,941,15,13,,,,,,,,,77.78,84.62,91.64,89.83,81.25,85.48,,,,,,,,,,,,59.85,34,870,30,660,180,16.4,10.7,5.2,0.5,,,,,,,,59.38,38.52,81.66,,,,83.85,77.07,1,2,9,71.6,14.5,3,5.5,3,3,77.07,90.63
PRT,Portugal,High income: OECD,High income,2015,,,75.64,73.58,,,90.98,6,6,2.3,6,6,2.3,0,70.59,94.47,98.84,70.59,94.47,98.84,100,,72.93,72.79,14,160,1.4,11,2,1,2,3,1,2,64,61.38,92.99,73.33,,85.68,80.91,5,71,71.7,8,3,0.6,0.7,3,1,1,1,1,1,27.7,66.67,76.96,99.11,100,,,79.42,83.67,1,1,7.3,20,,6,4.5,4,5.5,,100,100,51.01,66.67,,,45,,,2,,7,100,23.4,,9,,,16.67,87.5,,60,,6,5,,7,4,6,8,6,6,,6,60,50,,70,40,60,80,,,77.89,8,275,42.3,15,26.8,0.5,,,,,,91.67,65.07,76.95,,,,,,100,85.2,4,4,780,925,15,13,1,1,0,0,0,0,0,0,77.78,84.62,91.94,90.12,81.25,85.48,100,100,100,100,100,100,100,100,,,64.76,59.55,34,870,30,660,180,17.2,10.7,6,0.5,13.5,,3.5,,5,2.5,2.5,59.38,38.52,80.76,75,,,79.75,,1,3,9,64,14.5,3,5.5,3,3,68.88,90.63
PRT,Portugal,High income: OECD,High income,2016,,76.47,76.12,,,,90.99,6,6,2.2,6,6,2.2,0,70.59,94.47,98.91,70.59,94.47,98.91,100,,73.03,,14,160,1.3,11,2,1,2,3,1,2,64,61.38,93.39,73.33,,85.7,,5,71,67.6,8,3,0.6,0.7,3,1,1,1,1,1,29.6,66.67,76.96,99.17,100,,79.42,79.42,,1,1,7.3,20,20,6,4.5,4,5.5,0,100,100,51.03,66.67,66.67,,45,,,2,,7,100,16.1,,9,,,16.67,87.5,,60,,6,5,,7,4,6,8,6,6,,6,60,50,,70,40,60,80,,82.12,78.59,8,275,40.9,13.5,26.8,0.5,4,14.2,1,0,92.71,91.67,65.07,79.04,92,78.83,100,100,,100,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,100,100,100,100,100,100,100,100,,67.91,67.91,,,755,30,545,180,17.2,10.7,6,0.5,13.5,13.5,3.5,3.5,5,2.5,2.5,,47.95,80.76,75,75,,80.57,,1,3,9,65.5,14.5,3,5.5,3,3,70.51,90.63
PRT,Portugal,High income: OECD,High income,2017,,76.78,,,,,91,6,6,2.1,6,6,2.1,0,70.59,94.47,98.94,70.59,94.47,98.94,100,,73.08,,14,160,1.3,11,2,1,2,3,1,2,64,61.38,93.59,73.33,,86.44,,5,65,37.3,8,3,0.6,0.8,3,1,1,1,1,1,18.3,66.67,79.57,99.54,100,,79.43,,,1,1,7.3,20,20,6,4.5,4,5.5,0,100,100,51.04,66.67,66.67,,45,,,2,,7,100,7.8,,9,,,16.67,87.5,,60,,6,5,,7,4,6,8,6,6,,6,60,50,,70,40,60,80,,83.75,,8,243,39.8,12.5,26.8,0.5,4,14.2,1,0,92.71,91.67,70.02,80.61,92,78.83,100,100,,100,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,100,100,100,100,100,100,100,100,,67.91,,,,755,30,545,180,17.2,10.7,6,0.5,13.5,13.5,3.5,3.5,5,2.5,2.5,,47.95,80.76,75,75,,81.17,,1,3,9,66.6,14.5,3,5.5,3,3,71.71,90.63
PRT,Portugal,High income: OECD,High income,2018,,76.62,,,,,90.88,6,6.5,2.1,6,6.5,2.1,0,70.59,93.97,98.97,70.59,93.97,98.97,100,,73.13,,14,160,1.2,11,2,1,2,3,1,2,64,61.38,93.8,73.33,,86.45,,5,65,36,8,3,0.6,0.8,3,1,1,1,1,1,17.4,66.67,79.57,99.56,100,,79.43,,,1,1,7.3,20,20,6,4.5,4,5.5,0,100,100,51.05,66.67,66.67,,45,,,2,,7,100,7.8,,9,,,16.67,87.5,,60,,6,5,,7,4,6,8,6,6,,6,60,50,,70,40,60,80,,83.75,,8,243,39.8,12.5,26.8,0.5,4,14.2,1,0,92.71,91.67,70.02,80.61,92,78.83,100,100,,100,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,100,100,100,100,100,100,100,100,,67.91,,,,755,30,545,180,17.2,10.7,6,0.5,13.5,13.5,,3.5,5,2.5,2.5,,47.95,80.76,75,75,,79.67,,1,3,9,63.8,14.5,3,5.5,3,3,68.72,90.63
PRT,Portugal,High income: OECD,High income,2019,34,76.55,,,,57,90.89,6,6.5,2,6,6.5,2,0,70.59,93.97,99.02,70.59,93.97,99.02,100,60,73.17,,14,160,1.2,11,2,1,2,3,1,2,64,61.38,93.96,73.33,32,86.45,,5,65,34.5,8,3,0.6,0.6,3,1,1,1,1,1,25.2,66.67,79.57,99.57,100,36,78.36,,,1,10,7.3,20,20,6,4.5,4,5.5,0,100,95.69,51.06,66.67,66.67,112,45,,,2,,7,100,7.9,,9,,,16.67,87.5,64,60,,6,5,,7,4,6,8,6,6,,6,60,50,,70,40,60,80,39,83.75,,8,243,39.8,12.5,26.8,0.5,4,14.2,1,0,92.71,91.67,70.02,80.61,92,78.83,100,100,1,100,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,100,100,100,100,100,100,100,100,35,67.91,,,,755,30,545,180,17.2,10.7,6,0.5,13.5,13.5,,3.5,5,2.5,2.5,,47.95,80.76,75,75,16,80.01,,1,3,9,64.5,14.5,3,5.5,3,3,69.4,90.63
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2004,,,,,,,89.27,7,7,2.2,7,7,2.2,0,64.71,93.47,98.91,64.71,93.47,98.91,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,39,620,,,,30.2,,,,,,,,,,,43.75,59.02,66.14,,,,,66.12,1,3.8,8,61.4,,,,,,66.12,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2005,,,,,,,89.27,7,7,2.2,7,7,2.2,0,64.71,93.47,98.91,64.71,93.47,98.91,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.01,8,194,2.1,,,,,,,,41.67,7.66,85.7,,,,,93.75,10,,5,,0,64.3,15,,100,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,39,620,,,,30.2,,,,,,,,,,,43.75,59.02,66.14,,,,,66.14,1,3.8,8,61.4,,,,,,66.14,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2006,,,,,,,89.27,7,7,2.2,7,7,2.2,0,64.71,93.47,98.91,64.71,93.47,98.91,100,,,57.06,18,175,6.8,,,,,,,,48,57.06,66.12,,,,,,,,,,,,,,,,,,,,,,,,,,45.01,8,194,2.1,,,,,,,,41.67,7.66,85.7,,,,,93.75,10,,5,,0,63.6,15,,100,83.33,,,,,70,7,6,8,,,,,,,7,,70,60,80,,,,,,,73.11,15,140,57.6,29.9,12.6,15.2,,,,,,80,85.94,53.39,,,,,,,71.98,5,8,1710,1710,15,15,,,,,,,,,66.67,53.85,71.67,76.17,81.25,82.26,,,,,,,,,,,,56.3,39,620,,,,30.2,,,,,,,,,,,43.75,59.02,66.14,,,,,66.14,1,3.8,8,61.4,,,,,,66.14,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2007,,,,,,,89.31,7,7,1.8,7,7,1.8,0,64.71,93.47,99.08,64.71,93.47,99.08,100,,,57.5,18,175,6.5,,,,,,,,48,57.06,67.43,,,,,,,,,,,,,,,,,,,,,,,,,,45.79,8,194,1.8,,,,,,,,41.67,7.66,88.04,,,,,93.75,10,,5,,0,63.6,15,,100,83.33,,,,,70,7,6,8,,,,,,,7,,70,60,80,,,,,,,73.11,15,140,57.6,29.9,12.6,15.2,,,,,,80,85.94,53.39,,,,,,,72.68,5,8,1604,1604,15,15,,,,,,,,,66.67,53.85,74,78.07,81.25,82.26,,,,,,,,,,,,56.3,39,620,,,,30.2,,,,,,,,,,,43.75,59.02,66.14,,,,,60.3,1,3.8,8,56,,,,,,60.3,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2008,,,,,,,89.33,7,7,1.7,7,7,1.7,0,64.71,93.47,99.13,64.71,93.47,99.13,100,,,57.62,18,175,6.4,,,,,,,,48,57.06,67.79,,,,,,,,,,,,,,,,,,,,,,,,,,45.73,8,194,1.8,,,,,,,,41.67,7.66,87.88,,,,,93.75,10,,5,,0,62,15,,100,83.33,,,,,70,7,6,8,,,,,,,7,,70,60,80,,,,,,,72.55,16,140,57.6,29.9,12.6,15.2,,,,,,78.33,85.94,53.39,,,,,,,73.23,5,8,1520,1520,15,15,,,,,,,,,66.67,53.85,75.83,79.56,81.25,82.26,,,,,,,,,,,,56.3,39,620,,,,30.2,,,,,,,,,,,43.75,59.02,66.14,,,,,70.19,1,2.5,8,65.2,,,,,,70.19,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2009,,,,,,,89.33,7,7,1.7,7,7,1.7,0,64.71,93.47,99.13,64.71,93.47,99.13,100,,,57.62,18,175,6.4,,,,,,,,48,57.06,67.79,,,,,,,,,,,,,,,,,,,,,,,,,,45.65,8,193.5,1.9,,,,,,,,41.67,7.89,87.39,,,,,93.75,10,,5,,0,61.4,15,,100,83.33,,,,,70,7,6,8,,,,,,,7,,70,60,80,,,,,,,66.88,16,218,60.6,27.9,12.6,20.1,,,,,,78.33,73.88,48.44,,,,,,,73.41,5,8,1494,1494,15,15,,,,,,,,,66.67,53.85,76.39,80.02,81.25,82.26,,,,,,,,,,,,56.3,39,620,,,,30.2,,,,,,,,,,,43.75,59.02,66.14,,,,,71.09,1,2.5,8,66,,,,,,71.09,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2010,,,,,71.01,,89.34,7,7,1.6,7,7,1.6,0,64.71,93.47,99.2,64.71,93.47,99.2,100,,,57.8,18,175,6.3,,,,,,,,48,57.06,68.33,,,,85.07,5,32,433.8,,,,,,,,,,,,66.67,93.91,94.64,,,,,45.82,8,194,1.8,,,,,,,,41.67,7.66,88.14,,,,,93.75,10,,5,,0,73.8,15,,100,83.33,,,,,70,7,6,8,,,,,,,7,,70,60,80,,,,,,,66.9,16,218,60.6,27.9,12.6,20.1,,,,,,78.33,73.88,48.49,,,,,,,74.03,5,8,1400,1400,15,15,,,,,,,,,66.67,53.85,78.44,81.69,81.25,82.26,,,,,,,,,,,,56.3,39,620,,,,30.2,,,,,,,,,,,43.75,59.02,66.14,,,,,71.09,1,2.5,8,66,,,,,,71.09,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2011,,,,,71.7,,89.35,7,7,1.6,7,7,1.6,0,64.71,93.47,99.21,64.71,93.47,99.21,100,,,57.82,18,175,6.3,,,,,,,,48,57.06,68.4,,,,85.1,5,32,428.6,,,,,,,,,,,,66.67,93.91,94.71,,,,,45.94,8,193.5,1.8,,,,,,,,41.67,7.89,88.27,,,,,93.75,10,,5,,0,71.5,15,,100,83.33,,,,,70,7,6,8,,,,,,,7,,70,60,80,,,,,,,65.23,16,218,63.6,28.9,14.4,20.3,,,,,,78.33,73.88,43.49,,,,,,,74.47,5,8,1332,1332,15,15,,,,,,,,,66.67,53.85,79.9,82.88,81.25,82.26,,,,,,,,,,,,56.3,39,620,,,,30.2,,,,,,,,,,,43.75,59.02,66.14,,,,,79,1,2.5,8,73.4,,,,,,79,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2012,,,,,71.36,,91.08,6,6,1.4,6,6,1.4,0,70.59,94.47,99.28,70.59,94.47,99.28,100,,,52.34,21,191,6.3,,,,,,,,36,52.45,68.58,,,,85.25,5,32,392.4,,,,,,,,,,,,66.67,93.91,95.16,,,,,46.03,8,193.5,1.7,,,,,,,,41.67,7.89,88.52,,,,,93.75,10,,5,,0,72.3,15,,100,83.33,,,,,70,7,6,8,,,,,,,7,,70,60,80,,,,,,,65.48,16,218,63.1,28.3,14.4,20.5,,,,,,78.33,73.88,44.23,,,,,,,74.32,5,8,1355,1355,15,15,,,,,,,,,66.67,53.85,79.42,82.49,81.25,82.26,,,,,,,,,,,,56.3,39,620,30,500,90,30.2,23,5.6,1.6,,,,,,,,43.75,59.02,66.14,,,,,79,1,2.5,8,73.4,,,,,,79,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2013,,,,,71.64,,91.09,6,6,1.4,6,6,1.4,0,70.59,94.47,99.29,70.59,94.47,99.29,100,,,48.54,23,191,7,,,,,,,,28,52.45,65.17,,,,85.28,5,32,384,,,,,,,,,,,,66.67,93.91,95.26,,,,,46.05,8,193.5,1.7,,,,,,,,41.67,7.89,88.58,,,,,93.75,10,,5,,0,81.5,15,,100,83.33,,,,,70,7,6,8,,,,,,,7,,70,60,80,,,,,,,72.31,16,218,50.4,15.6,14.4,20.4,,,,,,78.33,73.88,64.71,,,,,,,74.34,5,8,1329,1380,15,15,,,,,,,,,66.67,53.85,79.97,82.03,81.25,82.26,,,,,,,,,,,,56.03,39,630,40,500,90,30.2,23,5.6,1.6,,,,,,,,43.75,58.2,66.14,,,,,79,1,2.5,8,73.4,,,,,,79,
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2014,,,,69.93,71.42,,91.09,6,6,1.4,6,6,1.4,0,70.59,94.47,99.31,70.59,94.47,99.31,100,,,48.62,23,191,6.9,,,,,,,,28,52.45,65.42,,,,85.32,5,32,373.6,,,,,,,,,,,,66.67,93.91,95.39,,,,,46.07,8,193.5,1.7,,,,,,,,41.67,7.89,88.63,,,,90,93.75,10,11,5,7,0,100,15,18,100,83.33,91.67,87.5,,50,70,7,6,8,8,1,2,6,7,3,7,5,70,60,80,80,10,20,60,,,72.74,16,218,49.6,15.9,13.5,20.2,,,,,,78.33,73.88,66,,,,,,,74.53,5,8,1300,1350,15,15,,,,,,,,,66.67,53.85,80.61,82.57,81.25,82.26,,,,,,,,,,,,56.03,39,630,40,500,90,30.2,23,5.6,1.6,,,,,,,,43.75,58.2,66.14,,,,84.88,76.02,1,2.5,11,70.6,15,3,6,3,3,76.02,93.75
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2015,,,69.38,69.45,,,91.11,6,6,1.3,6,6,1.3,0,70.59,94.47,99.36,70.59,94.47,99.36,100,,59.42,52.56,22,165,6.9,12,2,1,2,3,1,3,32,59.94,65.73,80,,76.58,85.43,5,32,346.4,4,1,9.1,4.8,5,1,1,0,0,1,29.2,66.67,93.91,95.72,50,,,41.68,46.13,8,193.5,1.7,8.5,,3,2,0,3.5,,41.67,7.89,88.82,28.33,,,90,,,11,,7,0,100,,18,,,91.67,87.5,,50,,7,6,,8,1,2,6,7,3,,5,70,60,,80,10,20,60,,,63.83,16,218,66,32.3,13.5,20.2,,,,,,78.33,73.88,39.28,,,,,,81.86,74.53,5,8,1300,1350,15,15,2,2,48,48,75,75,386,386,66.67,53.85,80.61,82.57,81.25,82.26,99.58,99.7,70.44,83.15,81.25,89.29,63.61,67.86,,,54.41,56.03,39,630,40,500,90,30.2,23,5.6,1.6,7,,3,,1.5,0.5,2,43.75,58.2,66.14,38.89,,,84.88,,1,2.5,11,70.6,15,3,6,3,3,76.02,93.75
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2016,,68.13,69.38,,,,91.11,6,6,1.3,6,6,1.3,0,70.59,94.47,99.36,70.59,94.47,99.36,100,,59.42,,22,165,6.9,12,2,1,2,3,1,3,32,59.94,65.73,80,,76.58,,5,32,346.4,4,1,8,4.4,5,1,1,0,0,1,24,66.67,93.91,95.72,50,,41.68,41.68,,8,193.5,1.7,8.5,8.5,3,2,0,3.5,0,41.67,7.89,88.82,28.33,28.33,,90,,,11,,7,0,100,,18,,,91.67,87.5,,50,,7,6,,8,1,2,6,7,3,,5,70,60,,80,10,20,60,,51.39,63.93,16,218,65.8,25.9,13.5,26.4,No VAT,No VAT,41,104.9,13.76,78.33,73.88,39.58,No VAT,No VAT,27.52,0,,81.86,,,,,,,,2,2,48,48,75,75,386,386,,,,,,,99.58,99.7,70.44,83.15,81.25,89.29,63.61,67.86,,54.41,54.41,,,630,40,500,90,30.2,23,5.6,1.6,7,7,3,3,1.5,0.5,2,,58.2,66.14,38.89,38.89,,84.84,,1,2.5,11,70.5,15,3,6,3,3,75.93,93.75
PRI,Puerto Rico (U.S.),Latin America & Caribbean,High income,2017,,68.72,,,,,91.23,6,5.5,1.3,6,5.5,1.3,0,70.59,94.97,99.35,70.59,94.97,99.35,100,,59.37,,22,165,6.9,12,2,1,2,3,1,3,32,59.94,65.54,80,,76.55,,5,32,354.1,4,1,8,4.4,5,1,1,0,0,1,24.5,66.67,93.91,95.63,50,,46.55,,,8,191,1.7,14,14,7,3.5,0,3.5,0,41.67,9.09,88.77,46.67,46.67,,90,,,11,,7,0,100,,18,,,91.67,87.5,,50,,7,6,,8,1,2,6,7,3,,5,70,60,,80,10,20,60,,52.42,,16,218,63.4,29.8,13.4,20.2,No VAT,No VAT,41,104.9,13.76,78.33,73.88,43.7,No VAT,No VAT,27.52,0,,81.86,,,,,,,,2,2,48,48,75,75,386,386,,,,,,,99.58,99.7,70.44,83.15,81.25,89.29,63.61,67.86,,54.41,,,,630,40,500,90,30.2,23,5.6,1.6,7,7,3,3,1.5,0.5,2,,58.2,66.14,38.89,38.89,,84.84,,1,2.5,11,70.5,15,3,6,3,3,75.93,93.75
